WKT,id,nombre,barrios,objeto,superficie,hectareas
"MULTIPOLYGON (((-58.4240351760277 -34.6620552273496,-58.4248571579592 -34.6625819168077,-58.4251019563917 -34.6627692509672,-58.425831114632 -34.6633272411071,-58.4263520184989 -34.6637994061512,-58.4269425639383 -34.6643790880218,-58.4273954231565 -34.6648788304442,-58.427900336659 -34.6654488951061,-58.4285175336861 -34.666186431274,-58.4285793413384 -34.666260288584,-58.4285986626582 -34.6662832120265,-58.428598786974 -34.6662833598963,-58.4285988262316 -34.6662834067818,-58.429245513165 -34.6670506640539,-58.4292455349751 -34.6670506902015,-58.4300766275789 -34.6680431587579,-58.4307524092634 -34.6688086515014,-58.4307524441612 -34.6688086929766,-58.4314943855704 -34.669695282876,-58.4323180350599 -34.6706715017359,-58.4324558892526 -34.6708406104973,-58.4326203219221 -34.6710423241613,-58.4326246188871 -34.671047595897,-58.4328946787873 -34.6713788809525,-58.4332107823862 -34.6717666458676,-58.4335064062824 -34.6720782258937,-58.4335407909944 -34.6720599224271,-58.4335519888309 -34.6720539612288,-58.4335827613196 -34.6720375796417,-58.433583473939 -34.6720371994074,-58.4336313611207 -34.6720933313072,-58.4336858424496 -34.6721572008492,-58.4336835440353 -34.6721588093587,-58.4336138701781 -34.6722075530308,-58.4337117341037 -34.6723235140546,-58.433711776639 -34.6723235645449,-58.4346421901078 -34.6734260373034,-58.4346434651009 -34.6734275808487,-58.4352352349061 -34.6741441395593,-58.4358962039924 -34.6749444734056,-58.439290321102 -34.6790053700253,-58.4397734966899 -34.6795769828004,-58.440008211679 -34.6796614836139,-58.4402726845003 -34.6797566966527,-58.4405107436173 -34.6798424005219,-58.4407238474366 -34.6798662810816,-58.4407239172713 -34.6798662892071,-58.4413599319657 -34.6799927990891,-58.4413599679736 -34.6799928063068,-58.4415525391873 -34.6800771525269,-58.4416435037357 -34.6801169880939,-58.441796574264 -34.6803042615168,-58.4422746426571 -34.6808891477738,-58.4421083791909 -34.681954677889,-58.4420823491797 -34.6821214922836,-58.442050441068 -34.6823259827762,-58.4441620885278 -34.684777510442,-58.444239716326 -34.6848676292117,-58.4442399508876 -34.6848679014792,-58.4442953183736 -34.6849321782368,-58.4444843539744 -34.6851566375684,-58.4512437680097 -34.6931817280434,-58.457977934298 -34.701093984464,-58.4589248197239 -34.7022063687808,-58.4607146701745 -34.7042727683174,-58.4609268356638 -34.7045190776584,-58.4609337240969 -34.7045270743223,-58.4609342927665 -34.7045277350769,-58.4610195045758 -34.7045887430952,-58.461084283448 -34.7046351224182,-58.4611453129199 -34.7046859384847,-58.4612318979904 -34.7047580330275,-58.4612507035358 -34.7047787958326,-58.4612799166032 -34.7048110501543,-58.4612799460739 -34.7048110835074,-58.4616462999793 -34.7052165574183,-58.4617154836684 -34.7052931351596,-58.4617444597599 -34.7052717030515,-58.4617521900625 -34.7052659853576,-58.461752229358 -34.7052659565122,-58.4618730465979 -34.7051747626815,-58.4621043128796 -34.7050001980955,-58.4621956743198 -34.7049312366009,-58.4623821526999 -34.7047904793259,-58.4623821887204 -34.7047904522832,-58.4641289723685 -34.7034719036208,-58.4719945135588 -34.6975338206204,-58.4725348210141 -34.6971258655424,-58.4740652244555 -34.6959703117367,-58.4821636793954 -34.6898545899226,-58.4821637154028 -34.6898545619725,-58.4827909600098 -34.6893808273706,-58.483355289321 -34.6889546082404,-58.4833594933845 -34.6889514362977,-58.4833721808633 -34.6889418780888,-58.4840033105197 -34.6884664174932,-58.4842615780899 -34.6882718507124,-58.484764713242 -34.6878928067218,-58.4855555043804 -34.6872970420048,-58.4856736170727 -34.6872080576642,-58.4864559300469 -34.6866186641881,-58.4842662706343 -34.6846360890496,-58.4842240396024 -34.6845978506418,-58.4839381857478 -34.6843390296101,-58.4837294869851 -34.6841500659115,-58.4835829574502 -34.6840173918364,-58.4834856716993 -34.6839293048458,-58.4833175270939 -34.6837714790847,-58.4831913437575 -34.6836530389284,-58.4830445709505 -34.6835152721728,-58.4829225131669 -34.6834007034298,-58.4827405525644 -34.6832299064792,-58.4826251507688 -34.6831203343906,-58.4825052922546 -34.683006530298,-58.4823670612482 -34.6828752812285,-58.4822993073967 -34.6828109493599,-58.4822023140197 -34.6827188545001,-58.482116571318 -34.6826511881026,-58.4820405595994 -34.6825912010558,-58.4820129978719 -34.6825580030943,-58.4818613961308 -34.6823753989748,-58.4817968398058 -34.6822976406546,-58.4817085930683 -34.682168540556,-58.4816202149316 -34.682039247759,-58.4815293142369 -34.6819062640965,-58.4814703465129 -34.6817879671762,-58.4814108456632 -34.6816686003639,-58.4813972705202 -34.6815791635974,-58.4811276132579 -34.6811670112704,-58.4810827913951 -34.6810675086031,-58.4810089185271 -34.6809035133559,-58.4809494365058 -34.6807714647916,-58.4808811027782 -34.680622787682,-58.4808250546442 -34.6805008405247,-58.4807590355721 -34.6803571985276,-58.4806710617522 -34.6801657873223,-58.4805906318233 -34.6799907890918,-58.4805177805403 -34.6798322796792,-58.4804291301851 -34.6795911627641,-58.4803950818269 -34.6794985554667,-58.4803320063163 -34.6793269973533,-58.4802771123012 -34.6791776913569,-58.4802078733215 -34.6789893677478,-58.4801521912028 -34.6788379168926,-58.4800339626803 -34.6786224406674,-58.4800095163692 -34.678571213182,-58.4799608582654 -34.678455333316,-58.4798855885905 -34.6782760769905,-58.4798027903728 -34.6780788903283,-58.4797396157224 -34.6779284371619,-58.4796632422073 -34.6777465495515,-58.4795739650588 -34.6775339301722,-58.4794916350642 -34.6773378548666,-58.4793992074663 -34.6771014130933,-58.4793291973555 -34.6769277998143,-58.4792540801536 -34.6767459009472,-58.4791826992644 -34.67657783303,-58.4791288193566 -34.6764599944086,-58.4790658862568 -34.6763605190983,-58.47896901806 -34.6762074036885,-58.4787300034364 -34.6758468626506,-58.4786550634568 -34.6756800311553,-58.478564089293 -34.6754775033677,-58.4784795509593 -34.6752893021519,-58.4784025405748 -34.675117859035,-58.4783254279625 -34.6749461875732,-58.4782958135801 -34.674855970444,-58.4782482546091 -34.6747110865684,-58.4782020491733 -34.6745703256043,-58.4781478623967 -34.6744052495249,-58.4780968833129 -34.6742499448241,-58.478053672708 -34.6741183058511,-58.4780092261685 -34.6739829012106,-58.4779364088146 -34.6737610650013,-58.4779305900301 -34.6736397245165,-58.477911711 -34.6734198619436,-58.4778851830015 -34.6733250036018,-58.4778380302017 -34.6732520498005,-58.4777408437224 -34.6732009337244,-58.477646643059 -34.6731620006235,-58.4775435741778 -34.6731060962518,-58.477527257172 -34.6730876523107,-58.4774316276586 -34.6729795572014,-58.4774678428604 -34.672939391759,-58.4775381089271 -34.67276192488,-58.4775120121176 -34.6725029151604,-58.4774415582613 -34.6723358432864,-58.4772919842769 -34.6722876568017,-58.4772099330252 -34.6722934019026,-58.4771449226545 -34.6722979537877,-58.4771115683588 -34.6721559821445,-58.4771105247091 -34.6720310270664,-58.4771157675616 -34.6719637055741,-58.4771198796094 -34.671910904241,-58.4770866123364 -34.6717780877444,-58.4770546157538 -34.6716918396047,-58.4770245248774 -34.6716237477256,-58.4769805374951 -34.6715331544544,-58.4768969024844 -34.6713609051671,-58.4768201471825 -34.6712028242029,-58.4767518081688 -34.6710620764093,-58.4766901820308 -34.6709351536923,-58.4766258481719 -34.6708098179764,-58.4765495095202 -34.6706610938937,-58.4764657471491 -34.6704979061407,-58.4764035163377 -34.6703766662065,-58.4763572621674 -34.6702865521927,-58.476297536028 -34.6701434853982,-58.4762291264136 -34.6699674737438,-58.4761729347553 -34.6698188423987,-58.4761087011617 -34.669648938817,-58.4760960677603 -34.6696036059789,-58.4760496928635 -34.6694371970156,-58.4759955716999 -34.6692429909322,-58.4759585332134 -34.669110083061,-58.4759259451472 -34.6689931445912,-58.4759064002608 -34.6689320133686,-58.4758675005036 -34.6688103449641,-58.4758264343907 -34.6686819003549,-58.4757761584511 -34.6685246491314,-58.4757198190051 -34.6683509928476,-58.4756648672116 -34.6681907331776,-58.4756334547043 -34.6680991224457,-58.4755846588957 -34.6679568150247,-58.4755734994572 -34.6678914220195,-58.4755493385026 -34.6677498412911,-58.4754553000428 -34.6676099882027,-58.4753343924696 -34.6674984983303,-58.4752215754563 -34.6673944684506,-58.4751056804139 -34.6672701450221,-58.4750539430955 -34.6672111454152,-58.4750124276285 -34.6671396390467,-58.4749573818462 -34.6670448278084,-58.4748858677571 -34.6669216510819,-58.4748186459661 -34.6668058670883,-58.4747592052094 -34.6667034849836,-58.4747092008079 -34.66659491323,-58.4746292002741 -34.6664212119199,-58.4745434902501 -34.6662351129999,-58.474465304906 -34.6660468011932,-58.4744267542681 -34.6659539504611,-58.474376627002 -34.6658332166335,-58.4742995085771 -34.6656279979159,-58.4742409803308 -34.6654722485391,-58.4741887842223 -34.665335051727,-58.4741363544868 -34.6652000251583,-58.4740563539528 -34.6649939923727,-58.4740090878349 -34.6648722630536,-58.4739454808128 -34.6647048802157,-58.4738799827783 -34.6645313816188,-58.4738121695758 -34.6643517495386,-58.4737656165278 -34.6642371026994,-58.4736880152426 -34.6640568873868,-58.4735998963166 -34.6638522456935,-58.4734817511717 -34.6635778713617,-58.4734299633175 -34.663457601248,-58.4733690753392 -34.6633161968815,-58.4732846555339 -34.6631393223416,-58.4732164095039 -34.6629963341481,-58.4731435429241 -34.6628436644501,-58.4731017998524 -34.6627562042989,-58.4730889372954 -34.6627252783218,-58.4730286866909 -34.6625804149789,-58.4729755331267 -34.6624526149354,-58.4728925444112 -34.662256201935,-58.4727974641728 -34.6620382478451,-58.4727447382109 -34.6619192200339,-58.4726672122721 -34.6617442061031,-58.4725724547562 -34.6615302910086,-58.4725121613725 -34.6613941780785,-58.4724479559522 -34.6612523587851,-58.4723857383249 -34.6611174612821,-58.4723073099495 -34.6609474156808,-58.4722360319973 -34.6607836100169,-58.4721593148308 -34.6606073035849,-58.4720413991284 -34.6603363157809,-58.4719189947601 -34.6600550103554,-58.471799531246 -34.6597804615332,-58.4717192429054 -34.6595959432742,-58.4716126609493 -34.6593545534877,-58.4715344339694 -34.6591773818858,-58.4714848753919 -34.6590651392125,-58.471447745173 -34.6589810446765,-58.4713748011128 -34.658815836477,-58.471285571633 -34.6586137430986,-58.4712513763305 -34.6585362948257,-58.4711914481055 -34.6584005641856,-58.471125850083 -34.6582519915519,-58.4710469727121 -34.6580733418343,-58.4709818256699 -34.6579348860357,-58.4709002032458 -34.6577614147103,-58.4708063016969 -34.6575618457151,-58.470694313959 -34.6573238367815,-58.4706744706639 -34.6572831932067,-58.4706089590645 -34.6571490102667,-58.4705521845338 -34.6570327224878,-58.4704741473307 -34.6568728831078,-58.4704067417991 -34.6567348194678,-58.4703421755056 -34.6566025708406,-58.4702710888481 -34.6564605175126,-58.4701945519487 -34.6563075723082,-58.470134783291 -34.6561881349869,-58.4700871857051 -34.6560745633669,-58.4700463003659 -34.6559770074368,-58.4700172955047 -34.6559265586733,-58.4699718019594 -34.655847430658,-58.4699493098714 -34.6557838936614,-58.4698929492483 -34.6556246823522,-58.4698543403104 -34.6555412850197,-58.4697344344955 -34.6552822810148,-58.469611253606 -34.6550162008326,-58.4694796559031 -34.6547319376576,-58.469374415617 -34.6545046074246,-58.4692657558174 -34.6542698892711,-58.4692112758086 -34.653988193752,-58.4690872660327 -34.653862633227,-58.4689577835012 -34.6536360574977,-58.4688175692821 -34.6533907013096,-58.4686622057936 -34.6531188340308,-58.4684949374478 -34.6528261324748,-58.4684340034756 -34.6527195040267,-58.4683455645428 -34.6525647440638,-58.4682993661059 -34.652497159244,-58.4681986489485 -34.6523498172152,-58.4680700375952 -34.6521616670798,-58.467956134624 -34.6519950335329,-58.467834663353 -34.6518173271384,-58.4677190793852 -34.6516482327522,-58.467577373414 -34.651440921903,-58.4674922784383 -34.6513164303693,-58.4673984141623 -34.6511791090945,-58.4673026627981 -34.6510141905477,-58.4672107409092 -34.6508558670555,-58.467165106591 -34.6506781030644,-58.4671130595702 -34.6504753580686,-58.4670711999274 -34.650312296449,-58.4670333058934 -34.6501646820437,-58.4668918552697 -34.6500985176628,-58.4667926743159 -34.6500487981146,-58.4665901440473 -34.6499444085288,-58.4664180299744 -34.6498556958025,-58.4663786062155 -34.6498416287758,-58.4662244152359 -34.6497866108039,-58.466074805199 -34.6497611605498,-58.4658499381888 -34.6497842527939,-58.4657977457772 -34.6497896125226,-58.4656139000442 -34.6498084917742,-58.4651551270498 -34.6498556022592,-58.464818540526 -34.6498901645271,-58.4645184420063 -34.6499209792295,-58.464161757112 -34.6499536844324,-58.4636780968859 -34.6499980305678,-58.4631251648648 -34.6500487257297,-58.4624927786801 -34.6501067024379,-58.4618597677591 -34.6501578984455,-58.4615822842925 -34.650180360103,-58.46124473742 -34.6502076828893,-58.4609017279401 -34.6502354256282,-58.4603253028331 -34.6502866787703,-58.4597660535199 -34.6503364020527,-58.4593710075757 -34.6503715243066,-58.4591119755001 -34.6503945515757,-58.458743378117 -34.6504273179413,-58.4582652997411 -34.6504698148919,-58.457786553335 -34.6505140572416,-58.4573950053521 -34.650552445712,-58.4571474637286 -34.6505767318588,-58.4567825993602 -34.650612527521,-58.4561422574378 -34.6506753466803,-58.4557693505729 -34.6507119281919,-58.455384643523 -34.6507496660521,-58.4550408718948 -34.6507833872937,-58.454636238914 -34.6508230772693,-58.4544638086147 -34.6508399872631,-58.4541318353676 -34.6508725427006,-58.4537034669073 -34.6509142021591,-58.4533385763703 -34.6509489038237,-58.4529560330924 -34.6509852585028,-58.4524842732192 -34.6510300901096,-58.452217939618 -34.6510553991144,-58.4519027727511 -34.6510807222934,-58.4516135876745 -34.6510896024529,-58.4512286709096 -34.6511014212293,-58.4508548331752 -34.6511128986604,-58.4504058296985 -34.6511266822839,-58.449997958179 -34.6511392017908,-58.4496245181669 -34.6511506632324,-58.4493353326062 -34.6511595379887,-58.4490457489236 -34.6511684242739,-58.4488281661479 -34.6511751006555,-58.4484141659706 -34.6511575180504,-58.4477500305151 -34.6511293092379,-58.4469786711812 -34.6510965415819,-58.4463897577054 -34.6510715209974,-58.4454600235766 -34.6510320144828,-58.4449506645691 -34.6510103676402,-58.4446201933161 -34.6509480637038,-58.4441581444691 -34.6508511538349,-58.4436782703434 -34.6507505032085,-58.4433676843212 -34.6506452024081,-58.4429729179539 -34.6507029536578,-58.4425218955773 -34.6507689330612,-58.4419378115996 -34.6508913672035,-58.4415974002246 -34.6508812268415,-58.4412523303348 -34.6508709467368,-58.440744151148 -34.6508558056,-58.4400331433658 -34.6508346176464,-58.4394557399051 -34.6508174080286,-58.4388846501069 -34.6508003838943,-58.4380953986378 -34.650754659328,-58.4374409287754 -34.6507167392989,-58.4369384453065 -34.6506876229648,-58.4362968509891 -34.6506504428326,-58.435807242802 -34.6506220679421,-58.4353025296556 -34.6505928155764,-58.4347053034588 -34.6505581985775,-58.4341859245311 -34.6505280914352,-58.433598294385 -34.6504940252412,-58.4329358067652 -34.6504556159677,-58.4326473364893 -34.6504381420359,-58.4322513692077 -34.6504141554076,-58.4318463166286 -34.6503896170719,-58.431310871824 -34.6503571774073,-58.4309830375011 -34.6503413174573,-58.4312069385972 -34.6505268541848,-58.4315273399335 -34.650792354142,-58.4317837008224 -34.6510047852711,-58.4320307500022 -34.6512094987952,-58.4322732304988 -34.6514028213683,-58.4325467689988 -34.6516209039118,-58.4327511452585 -34.6517838447035,-58.4329906994425 -34.6519748301556,-58.4330819742321 -34.6520465181736,-58.4332097091726 -34.6521468419896,-58.4333945655429 -34.6522920286638,-58.4336781128353 -34.6525147259106,-58.4338463521418 -34.6526480003745,-58.4341085386939 -34.652855695895,-58.4344334986203 -34.6531131161787,-58.4342642956593 -34.6532367973944,-58.4340219978686 -34.653413907221,-58.4338369519222 -34.6535491674432,-58.4336049508948 -34.6537187486852,-58.4334150815668 -34.6538575328986,-58.4331887736184 -34.6540229507784,-58.4329824690708 -34.6541737400149,-58.4328441513903 -34.6542748322082,-58.4327334363618 -34.6543557501699,-58.432502883451 -34.6545242528551,-58.4322247836912 -34.6547275042978,-58.4319925750175 -34.6548965701226,-58.431820835812 -34.6550211777005,-58.4316384864778 -34.655153482917,-58.4314858870888 -34.6552642022553,-58.4314294435111 -34.6553051550846,-58.431388765898 -34.6553346688232,-58.4313602854613 -34.6553610013838,-58.4312882507499 -34.6554276034323,-58.4311153718177 -34.6555238838593,-58.4309343287423 -34.6556247105905,-58.4308113418037 -34.6556924165495,-58.4307006390694 -34.6557906077349,-58.4306087345141 -34.6558594609903,-58.4304547552715 -34.6559748190829,-58.4302484725422 -34.6561293610663,-58.4299804665973 -34.656330143191,-58.4297886938493 -34.6564738126995,-58.42963348785 -34.6565900870784,-58.4294602896825 -34.6567220748558,-58.4292252729665 -34.6568916680171,-58.4289797062769 -34.6570688730406,-58.4287946989322 -34.6572017054223,-58.4286947335006 -34.6572732535639,-58.4284670486188 -34.6574369322463,-58.4282069913951 -34.6576240026705,-58.4279694565399 -34.6577948705547,-58.4277627332053 -34.6579428481005,-58.4275557127376 -34.6580896061709,-58.4273673732274 -34.6582231204386,-58.4271372985039 -34.6583890139671,-58.4269294964768 -34.6585402814088,-58.4267456380989 -34.6586741185494,-58.4266419149638 -34.6588099035685,-58.4265432786075 -34.6589390289374,-58.4264411143614 -34.6590727721757,-58.4263921802042 -34.6591330453096,-58.4262975181871 -34.6592496420147,-58.4261934412959 -34.6593778347045,-58.4260810165512 -34.6595163089937,-58.4259301189995 -34.6597021695967,-58.4257180648782 -34.6599633550535,-58.425486685707 -34.6602483941677,-58.4252905131239 -34.6604900599276,-58.4250286846655 -34.6608126047181,-58.4249939386371 -34.6608554234454,-58.4248717984522 -34.6610032895131,-58.4246852728271 -34.6612261013664,-58.4245221865395 -34.6614341739377,-58.4243755950134 -34.6616212009278,-58.424216928832 -34.6618236320649,-58.424155123695 -34.6619024840658,-58.4240351760277 -34.6620552273496)))",5,DISTRITO DEL DEPORTE,VILLA SOLDATI - VILLA LUGANO - VILLA RIACHUELO,DISTRITO,19340000.0,1934
"MULTIPOLYGON (((-58.4164949396546 -34.6572568758009,-58.4164811336103 -34.6567482797377,-58.4164464883022 -34.6557526050239,-58.4164140838697 -34.6548666497552,-58.4164092151704 -34.6547317864595,-58.4163954321885 -34.6542312719581,-58.416388396666 -34.6533991332463,-58.416380268745 -34.6529618939977,-58.4163761362514 -34.6526086111853,-58.4163701144167 -34.6520181204413,-58.4163578701206 -34.6508236221255,-58.4163501148208 -34.6500585258387,-58.4163423032295 -34.6496997802466,-58.4163183746002 -34.6485964984308,-58.4162984932852 -34.6484917693882,-58.4162803937084 -34.6483964069494,-58.4162587992259 -34.6483052686558,-58.4162060658628 -34.6473600790019,-58.4161699859945 -34.6463517961113,-58.416166739425 -34.6462154526675,-58.416166176088 -34.6460059389861,-58.4161641844049 -34.6452989435631,-58.4161618388 -34.6444640577448,-58.4161509184859 -34.6441822842911,-58.4161083077577 -34.6432742116517,-58.4161041685775 -34.6427536304632,-58.4161021198705 -34.642149596712,-58.4161073302116 -34.6416714856716,-58.4161044840637 -34.6415778900961,-58.4160778012781 -34.6406890491019,-58.4160782207109 -34.6403951661929,-58.416078502784 -34.6401956529505,-58.4161357780309 -34.6389476081549,-58.4158437994669 -34.638896366839,-58.4161504746612 -34.6376568677577,-58.4161635105415 -34.6375044740301,-58.4158613097084 -34.6373037885297,-58.4156080828143 -34.6371450938236,-58.4146388695069 -34.6365377959055,-58.414558462863 -34.6364902962247,-58.4138143651522 -34.6360505494454,-58.4135804747787 -34.635912283095,-58.4126778699288 -34.6353901387949,-58.4124088991319 -34.6352176282294,-58.4122423901371 -34.6351108653057,-58.411296941573 -34.6344571394168,-58.4109869411534 -34.6342333396671,-58.4108802639722 -34.6345085140692,-58.4105653271865 -34.6350945960847,-58.4093471473193 -34.6347201129341,-58.4078801510814 -34.6342690967307,-58.4062751695545 -34.633775671575,-58.4060071852973 -34.6336811092542,-58.4045392488874 -34.6331634288233,-58.4043107945401 -34.6330828229786,-58.4038150570701 -34.6328858187446,-58.4031074870048 -34.6326045492859,-58.4030359366956 -34.632576133644,-58.4020010349371 -34.6321692727397,-58.4006822510097 -34.6316508446989,-58.4005282481586 -34.6315974552317,-58.3991623336797 -34.6311242698718,-58.3987312070244 -34.632252041064,-58.3982955445319 -34.6333915663182,-58.3978685799429 -34.634508277328,-58.3974322094079 -34.6356496308316,-58.3973272787887 -34.6359241615027,-58.3970280925873 -34.636720927254,-58.3965756295887 -34.6379257928515,-58.3964155271949 -34.6383521972995,-58.3962893240844 -34.638688197315,-58.3961461253164 -34.6390695387067,-58.3955520561334 -34.6406516568334,-58.3950695785679 -34.6419362203098,-58.396256086503 -34.6425424542289,-58.3977434605821 -34.6433023641678,-58.3980871562435 -34.6434779031969,-58.3991643999244 -34.6440581361101,-58.4002452349529 -34.6446401208175,-58.4008361259439 -34.6449583889858,-58.4012379223972 -34.6451747261067,-58.4017439895743 -34.6457869701699,-58.4021607376191 -34.6463093058676,-58.4023389337271 -34.6465284160723,-58.4031269554095 -34.6475582000037,-58.4034809588541 -34.6480208523365,-58.4036100293989 -34.648189440074,-58.4044328261613 -34.6492547272746,-58.4045016164277 -34.6493477916416,-58.4045542615083 -34.6494156428481,-58.4049335695373 -34.6499916078971,-58.4052271323256 -34.650265487201,-58.4061092382694 -34.6510207110328,-58.4066802455833 -34.6514820447543,-58.4073018387176 -34.6520064986747,-58.4079471501685 -34.6525044110573,-58.4086012515589 -34.6529905624275,-58.4090207714321 -34.6533017429105,-58.4100946679913 -34.6541037128085,-58.4111090307629 -34.6544650029467,-58.4128312047414 -34.6550900334598,-58.413456204333 -34.6554393827035,-58.4140295921916 -34.6557415935401,-58.4149099311985 -34.656250617396,-58.4155756774959 -34.6566202539575,-58.4160882348504 -34.6569188349316,-58.4162390833798 -34.6570649371048,-58.4164949396546 -34.6572568758009)))",4,DISTRITO TECNOLOGICO,NUEVA POMPEYA - PARQUE PATRICIOS - BOEDO,DISTRITO,3278000.0,328
